Silent date topic max mean median min stdv sum rt st
1 20160807 MB267 18.49 5.52 5.13 3.57 1.24 52153.73 13 14
1 20160807 MB267 18.49 5.52 5.13 3.57 1.24 52153.73 13 14
1 20160808 MB267 19.06 6.05 5.77 2.3 1.36 40567.84 13 14
1 20160808 MB267 19.06 6.05 5.77 2.3 1.36 40567.84 13 14
1 20160808 MB267 19.06 6.05 5.77 2.3 1.36 40567.84 13 14
1 20160809 MB267 20.92 5.71 5.35 3.69 1.33 49535.82 13 14
1 20160809 MB267 20.92 5.71 5.35 3.69 1.33 49535.82 13 14
1 20160809 MB267 20.92 5.71 5.35 3.69 1.33 49535.82 13 14
1 20160810 MB267 21.8 5.89 5.58 2.21 1.34 57882.29 13 14
1 20160810 MB267 21.8 5.89 5.58 2.21 1.34 57882.29 13 14
1 20160810 MB267 21.8 5.89 5.58 2.21 1.34 57882.29 13 14
1 20160811 MB267 17.88 5.74 5.37 2.08 1.3 49940.01 13 14
1 20160811 MB267 17.88 5.74 5.37 2.08 1.3 49940.01 13 14
1 20160811 MB267 17.88 5.74 5.37 2.08 1.3 49940.01 13 14
1 20160802 MB276 19.15 6.26 5.98 4.16 1.29 38250.04 10 12
1 20160802 MB276 19.15 6.26 5.98 4.16 1.29 38250.04 10 12
1 20160802 MB276 19.15 6.26 5.98 4.16 1.29 38250.04 10 12
1 20160803 MB276 17.3 6.19 5.9 4.08 1.28 29917.92 10 12
1 20160803 MB276 17.3 6.19 5.9 4.08 1.28 29917.92 10 12
1 20160803 MB276 17.3 6.19 5.9 4.08 1.28 29917.92 10 12
1 20160804 MB276 15.54 6.21 5.81 4.05 1.37 30280.16 10 12
1 20160804 MB276 15.54 6.21 5.81 4.05 1.37 30280.16 10 12
1 20160804 MB276 15.54 6.21 5.81 4.05 1.37 30280.16 10 12
1 20160805 MB276 15.5 6.25 5.78 4.16 1.27 25622.26 10 12
1 20160805 MB276 15.5 6.25 5.78 4.16 1.27 25622.26 10 12
1 20160805 MB276 15.5 6.25 5.78 4.16 1.27 25622.26 10 12
0 20160806 MB276 19.08 6.55 6.04 3.49 1.35 25539.92 10 12
0 20160806 MB276 19.08 6.55 6.04 3.49 1.35 25539.92 10 12
0 20160806 MB276 19.08 6.55 6.04 3.49 1.35 25539.92 10 12
1 20160807 MB276 18.49 6.16 5.69 3.25 1.22 23658.51 10 12
1 20160807 MB276 18.49 6.16 5.69 3.25 1.22 23658.51 10 12
1 20160807 MB276 18.49 6.16 5.69 3.25 1.22 23658.51 10 12
1 20160808 MB276 16.66 6.83 6.26 3.62 1.44 18281.7 10 12
1 20160808 MB276 16.66 6.83 6.26 3.62 1.44 18281.7 10 12
1 20160808 MB276 16.66 6.83 6.26 3.62 1.44 18281.7 10 12
1 20160809 MB276 19.41 6.19 5.69 3.26 1.36 27368.64 10 12
1 20160809 MB276 19.41 6.19 5.69 3.26 1.36 27368.64 10 12
1 20160809 MB276 19.41 6.19 5.69 3.26 1.36 27368.64 10 12
1 20160810 MB276 22.67 6.43 5.97 2.49 1.37 30486.71 10 12
1 20160810 MB276 22.67 6.43 5.97 2.49 1.37 30486.71 10 12
1 20160810 MB276 22.67 6.43 5.97 2.49 1.37 30486.71 10 12
1 20160811 MB276 19.2 6.18 5.69 3.24 1.29 28463.71 10 12
1 20160811 MB276 19.2 6.18 5.69 3.24 1.29 28463.71 10 12
1 20160811 MB276 19.2 6.18 5.69 3.24 1.29 28463.71 10 12
1 20160802 MB286 19.65 5.46 4.99 1.52 1.73 145189.67 10 22
1 20160802 MB286 19.65 5.46 4.99 1.52 1.73 145189.67 10 22
1 20160802 MB286 19.65 5.46 4.99 1.52 1.73 145189.67 10 22
0 20160803 MB286 21.54 5.27 4.88 1.8 1.62 124026.65 10 22
0 20160803 MB286 21.54 5.27 4.88 1.8 1.62 124026.65 10 22
0 20160803 MB286 21.54 5.27 4.88 1.8 1.62 124026.65 10 22
1 20160804 MB286 19.35 5.17 4.66 2.53 1.53 121868.67 10 22
1 20160804 MB286 19.35 5.17 4.66 2.53 1.53 121868.67 10 22
1 20160804 MB286 19.35 5.17 4.66 2.53 1.53 121868.67 10 22
